"sport_name","created_at","updated_at","sport_id","activity_id","gps_enabled","intensity_score","max_heart_rate","average_heart_rate","distance","performance","energy","rpe","altitude_gain","altitude_change","cumulative_workout_intensity","zone_durations","projected_score","confidence","wac_prediction","kilojoules","user_id","during","timezone_offset","survey_response_id","percent_recorded","auto_detected","state","responded","team_act_id","source"
"Functional Fitness","2023-01-28T09:30:40.204+0000","2023-01-28T09:48:21.476+0000",48,594685543,false,4.5068,116,82,,,,,,,0,"[759455,585436,47105,0,0,0]",,,,226.68826293945312,6696318,"['2023-01-28T09:07:21.072Z','2023-01-28T09:30:39.171Z')","+0100",,1,false,"complete",false,,"user"
"Functional Fitness","2023-01-27T14:53:51.131+0000","2023-01-27T15:07:25.488+0000",48,594284871,false,6.037,135,99,,,,,,,0,"[356643,1373732,472962,58639,0,0]",,,,686.2294921875,6696318,"['2023-01-27T14:16:07.418Z','2023-01-27T14:53:49.512Z')","+0100",106372926,1,false,"complete",true,,"user"
"Activity","2023-01-27T14:14:25.613+0000","2023-01-27T14:25:52.005+0000",-1,594254326,false,6.3092,150,120,,,,,,,0,"[6768,201874,430666,343185,8652,0]",,,,564.8667602539062,6696318,"['2023-01-27T13:36:48.571Z','2023-01-27T14:14:25.007Z')","+0100",,1,true,"complete",false,,"auto+user"
"Functional Fitness","2023-01-26T13:27:07.285+0000","2023-01-26T13:45:45.586+0000",48,593513613,false,8.4554,172,99,,,,,,,0,"[1369884,1062212,417208,405672,267243,16342]",,,,1129.5740966796875,6696318,"['2023-01-26T12:28:07.442Z','2023-01-26T13:27:05.852Z')","+0100",,1,false,"complete",false,,"user"
"Functional Fitness","2023-01-24T12:37:56.818+0000","2023-01-24T13:06:04.116+0000",48,592009841,false,8.9768,164,122,,,,,,,0,"[201897,108627,362398,668066,410460,0]",,,,1069.1905517578125,6696318,"['2023-01-24T12:08:44.370Z','2023-01-24T12:37:55.357Z')","+0100",106209307,1,false,"complete",true,,"user"
"Cycling","2023-01-24T12:08:04.931+0000","2023-01-24T12:08:18.659+0000",1,591973164,false,5.4538,135,103,,,,,,,0,"[323999,321060,459505,96130,0,0]",,,,434.9610595703125,6696318,"['2023-01-24T11:33:00.000Z','2023-01-24T11:53:00.000Z')","+0100",106206762,1,false,"complete",true,,"user"
"Functional Fitness","2023-01-23T18:21:49.677+0000","2023-01-23T18:28:55.456+0000",48,591502843,false,6.473,139,94,,,,,,,0,"[1089263,1330423,699831,123048,0,0]",,,,880.3555297851562,6696318,"['2023-01-23T17:24:44.095Z','2023-01-23T18:21:47.718Z')","+0100",,0.98462945,false,"complete",false,,"user"
"Activity","2023-01-23T17:24:33.044+0000","2023-01-23T17:27:18.818+0000",-1,591479051,false,4.7086,117,81,,,,,,,0,"[1257372,536449,130738,0,0,0]",,,,328.771484375,6696318,"['2023-01-23T16:51:57.534Z','2023-01-23T17:24:32.323Z')","+0100",,1,true,"complete",false,,"auto+user"
"Cycling","2023-01-21T10:14:47.913+0000","2023-01-21T11:16:28.101+0000",1,589776978,false,12.243,166,140,,,,,,,0,"[22149,61523,241288,626772,960299,8652]",,,,1581.326904296875,6696318,"['2023-01-21T09:42:43.522Z','2023-01-21T10:14:43.522Z')","+0100",106049118,1,false,"complete",true,,"external"
"Functional Fitness","2023-01-20T13:08:32.095+0000","2023-01-20T13:30:52.105+0000",48,589259956,false,6.4232,126,90,,,,,,,0,"[1763040,1808187,513339,0,0,0]",,,,923.07421875,6696318,"['2023-01-20T12:00:27.278Z','2023-01-20T13:08:31.310Z')","+0100",106003448,1,false,"complete",true,,"user"
"Cycling","2023-01-19T19:22:33.779+0000","2023-01-19T20:13:19.441+0000",1,588781223,false,6.1605,124,108,,,,,,,0,"[5768,857525,870942,0,0,0]",,,,725.0298461914062,6696318,"['2023-01-19T18:46:38.166Z','2023-01-19T19:15:32.000Z')","+0100",105969572,1,true,"complete",true,,"user"
"Functional Fitness","2023-01-19T11:53:27.429+0000","2023-01-19T12:29:54.572+0000",48,588476703,false,4.8486,124,98,,,,,,,0,"[120164,728671,190375,0,0,0]",,,,308.4429016113281,6696318,"['2023-01-19T11:36:06.302Z','2023-01-19T11:53:26.001Z')","+0100",105949428,1,false,"complete",true,,"user"
"Rowing","2023-01-19T11:30:40.743+0000","2023-01-19T12:30:06.767+0000",18,588453113,false,8.9771,158,120,,,,,,,0,"[241313,132660,482573,514296,458532,0]",,,,1065.4427490234375,6696318,"['2023-01-19T11:00:10.566Z','2023-01-19T11:30:39.595Z')","+0100",105949437,1,false,"complete",true,,"user"
"Functional Fitness","2023-01-17T12:55:46.575+0000","2023-01-17T13:15:42.281+0000",48,587105445,false,5.5433,133,99,,,,,,,0,"[268243,862278,502760,30763,0,0]",,,,522.9773559570312,6696318,"['2023-01-17T12:28:01.424Z','2023-01-17T12:55:45.774Z')","+0100",105837336,1,false,"complete",true,,"user"
"Functional Fitness","2023-01-17T12:27:31.893+0000","2023-01-17T12:35:05.807+0000",48,587072760,false,5.9113,135,109,,,,,,,0,"[98093,239364,977648,24033,0,0]",,,,601.9279174804688,6696318,"['2023-01-17T12:05:00.000Z','2023-01-17T12:27:19.364Z')","+0100",105835015,1,false,"complete",true,,"user"
"Functional Fitness","2023-01-16T12:10:43.597+0000","2023-01-16T12:27:44.095+0000",48,586291677,false,5.9876,135,98,,,,,,,0,"[588359,314347,797886,160535,0,0]",,,,629.7230834960938,6696318,"['2023-01-16T11:39:29.098Z','2023-01-16T12:10:42.444Z')","+0100",,1,false,"complete",false,,"user"
"Commuting","2023-01-16T11:39:16.892+0000","2023-01-16T11:54:05.418+0000",89,586264841,false,4.9641,125,101,,,,,,,0,"[98052,604701,358552,0,0,0]",,,,351.6811218261719,6696318,"['2023-01-16T11:02:34.168Z','2023-01-16T11:20:15.000Z')","+0100",105773711,1,true,"complete",true,,"user"
"Running","2023-01-15T09:32:02.224+0000","2023-01-15T09:47:45.665+0000",0,585528658,true,12.3203,176,127,8282.723721981229,,,,294.54935,1.969619,0,"[104820,544100,347033,1306417,450835,170151]",,,,1877.728271484375,6696318,"['2023-01-15T08:43:16.497Z','2023-01-15T09:31:59.345Z')","+0100",105722799,1,false,"complete",true,,"user"
"Functional Fitness","2023-01-14T09:51:43.840+0000","2023-01-14T10:13:10.871+0000",48,584858597,false,7.3041,131,96,,,,,,,0,"[1430463,2010092,1079545,12497,0,0]",,,,1202.4285888671875,6696318,"['2023-01-14T08:36:09.794Z','2023-01-14T09:51:42.701Z')","+0100",105671077,1,false,"complete",true,,"user"
"Functional Fitness","2023-01-13T14:31:15.620+0000","2023-01-13T15:28:10.916+0000",48,584436559,false,4.7229,133,88,,,,,,,0,"[619120,574832,189377,18264,0,0]",,,,287.0806884765625,6696318,"['2023-01-13T14:07:53.091Z','2023-01-13T14:31:14.521Z')","+0100",105632080,1,false,"complete",true,,"user"
"Functional Fitness","2023-01-12T11:42:25.978+0000","2023-01-12T11:53:11.209+0000",48,583574563,false,6.3666,151,93,,,,,,,0,"[1192015,1543861,537367,67292,11536,0]",,,,825.47900390625,6696318,"['2023-01-12T10:46:32.541Z','2023-01-12T11:42:24.454Z')","+0100",105570886,1,false,"complete",true,,"user"
"Commuting","2023-01-12T11:55:48.892+0000","2023-01-12T11:57:16.544+0000",89,583588074,false,5.244,124,100,,,,,,,0,"[262475,787311,330689,0,0,0]",,,,443.5001220703125,6696318,"['2023-01-12T08:26:00.000Z','2023-01-12T08:49:00.000Z')","+0100",105571009,1,false,"complete",true,,"user"
"Functional Fitness","2023-01-10T13:38:02.312+0000","2023-01-10T13:43:43.254+0000",48,582269077,false,6.2509,142,107,,,,,,,0,"[116319,808496,620041,192262,0,0]",,,,704.1107788085938,6696318,"['2023-01-10T13:09:04.723Z','2023-01-10T13:38:01.324Z')","+0100",105460111,1,false,"complete",true,,"user"
"Cycling","2023-01-10T12:55:24.263+0000","2023-01-10T13:06:44.237+0000",1,582222936,false,13.2729,171,133,,,,,,,0,"[112511,280701,628695,430668,900739,265321]",,,,1938.3876953125,6696318,"['2023-01-10T12:11:41.830Z','2023-01-10T12:55:21.156Z')","+0100",105458300,1,false,"complete",true,,"user"
"Functional Fitness","2023-01-09T12:33:35.396+0000","2023-01-09T12:50:20.488+0000",48,581476532,false,4.6593,127,86,,,,,,,0,"[796960,559482,113433,0,0,0]",,,,282.1684875488281,6696318,"['2023-01-09T12:09:04.363Z','2023-01-09T12:33:34.411Z')","+0100",105398667,1,false,"complete",true,,"user"
"Running","2023-01-08T09:27:19.558+0000","2023-01-08T09:42:18.915+0000",0,580668776,true,13.5625,177,146,6144.816677652113,,,,109.40722,-1.75895,0,"[109590,62522,38453,418169,1205477,210525]",,,,1835.9302978515625,6696318,"['2023-01-08T08:53:12.411Z','2023-01-08T09:27:16.878Z')","+0100",105345782,1,false,"complete",true,,"user"
"Functional Fitness","2023-01-07T15:24:23.164+0000","2023-01-07T15:35:02.845+0000",48,580262717,false,6.0475,118,93,,,,,,,0,"[1022867,2151401,66331,0,0,0]",,,,735.6215209960938,6696318,"['2023-01-07T14:30:00.000Z','2023-01-07T15:24:00.000Z')","+0100",105302613,1,false,"complete",true,,"user"
"Skiing","2023-01-07T14:27:56.992+0000","2023-01-07T14:46:18.669+0000",29,580209989,false,11.1327,177,131,,,,,,,0,"[79827,303772,343186,294158,515262,175917]",,,,1218.8590087890625,6696318,"['2023-01-07T13:59:23.817Z','2023-01-07T14:27:55.525Z')","+0100",105300450,1,false,"complete",true,,"user"
"Rowing","2023-01-05T11:33:45.246+0000","2023-01-05T11:50:37.807+0000",18,578731157,false,9.9864,170,127,,,,,,,0,"[338419,130737,45182,363373,680606,41335]",,,,1044.3828125,6696318,"['2023-01-05T11:07:03.630Z','2023-01-05T11:33:43.624Z')","+0100",105190926,1,false,"complete",true,,"user"
"Functional Fitness","2023-01-03T13:23:06.569+0000","2023-01-03T13:34:53.602+0000",48,577448290,false,4.6128,132,87,,,,,,,0,"[781580,567171,93245,7691,0,0]",,,,253.02391052246094,6696318,"['2023-01-03T12:58:55.072Z','2023-01-03T13:23:05.383Z')","+0100",,1,false,"complete",false,,"user"
"Skiing","2023-01-03T12:42:55.966+0000","2023-01-03T12:58:36.859+0000",29,577406329,false,9.7479,163,126,,,,,,,0,"[153847,166306,287430,676763,500837,0]",,,,1158.8436279296875,6696318,"['2023-01-03T12:13:09.255Z','2023-01-03T12:42:54.110Z')","+0100",105078617,1,false,"complete",true,,"user"
"Functional Fitness","2023-01-02T14:51:49.125+0000","2023-01-02T15:25:11.937+0000",48,576785861,false,7.3525,139,94,,,,,,,0,"[1486219,2268676,821919,124970,0,0]",,,,1231.9031982421875,6696318,"['2023-01-02T13:33:25.663Z','2023-01-02T14:51:47.767Z')","+0100",105024761,1,false,"complete",true,,"user"
"Running","2023-01-01T08:49:31.077+0000","2023-01-01T09:02:53.800+0000",0,575950434,true,9.9922,159,126,5050.94770696249,,,,53.942276,1.91383,0,"[250940,170151,187441,1026675,260514,0]",,,,1213.1077880859375,6696318,"['2023-01-01T08:17:52.782Z','2023-01-01T08:49:28.686Z')","+0100",104978437,1,false,"complete",true,,"user"
"Functional Fitness","2022-12-31T14:47:32.786+0000","2022-12-31T15:02:45.229+0000",48,575594938,false,6.0294,134,87,,,,,,,0,"[2715728,1970676,168229,27878,0,0]",,,,815.9727783203125,6696318,"['2022-12-31T08:26:08.261Z','2022-12-31T09:47:30.000Z')","+0100",104946188,1,false,"complete",true,,"user"
"Cycling","2022-12-30T17:15:49.159+0000","2022-12-30T17:28:07.621+0000",1,575090001,false,8.0376,175,111,,,,,,,0,"[121125,905586,343188,172073,201875,64407]",,,,837.9078979492188,6696318,"['2022-12-30T16:11:00.300Z','2022-12-30T16:41:08.516Z')","+0100",104908504,1,true,"complete",true,,"auto"
"Functional Fitness","2022-12-29T11:13:27.405+0000","2022-12-29T20:27:18.837+0000",48,574190711,false,4.9413,129,100,,,,,,,0,"[155731,519144,381639,5768,0,0]",,,,329.0283508300781,6696318,"['2022-12-29T10:55:44.103Z','2022-12-29T11:13:25.868Z')","+0100",104870575,1,false,"complete",true,,"user"
"Functional Fitness","2022-12-27T12:21:38.771+0000","2022-12-27T12:24:23.529+0000",48,572987916,false,4.4053,125,93,,,,,,,0,"[287428,388410,132659,0,0,0]",,,,157.74893188476562,6696318,"['2022-12-27T12:08:00.000Z','2022-12-27T12:21:28.623Z')","+0100",104755474,1,false,"complete",true,,"user"
"Cycling","2022-12-27T12:07:22.240+0000","2022-12-27T12:14:25.002+0000",1,572975516,false,7.2857,166,128,,,,,,,0,"[97131,41336,120147,277803,301835,5768]",,,,575.060791015625,6696318,"['2022-12-27T11:53:00.000Z','2022-12-27T12:07:04.000Z')","+0100",104755294,1,false,"complete",true,,"user"
"Functional Fitness","2022-12-26T12:30:04.104+0000","2022-12-26T12:40:26.164+0000",48,572382107,false,5.0643,127,93,,,,,,,0,"[679682,904589,283584,0,0,0]",,,,397.6382751464844,6696318,"['2022-12-26T11:58:55.188Z','2022-12-26T12:30:03.140Z')","+0100",,1,false,"complete",false,,"user"
"Commuting","2022-12-26T11:46:07.776+0000","2022-12-26T11:58:37.069+0000",89,572352939,false,4.6689,143,89,,,,,,,0,"[498954,422976,286470,51910,0,0]",,,,276.1375732421875,6696318,"['2022-12-26T11:23:00.000Z','2022-12-26T11:44:00.000Z')","+0100",104713894,1,false,"complete",true,,"user"
"Commuting","2022-12-25T14:37:22.516+0000","2022-12-25T14:43:54.075+0000",89,571991312,true,4.2559,130,92,634.8416341622315,,,,11.81585,-0.663787,0,"[173074,203796,106706,7690,0,0]",,,,116.13157653808594,6696318,"['2022-12-25T14:29:09.178Z','2022-12-25T14:37:20.225Z')","+0100",104694401,1,false,"complete",true,,"user"
"Running","2022-12-25T09:36:53.073+0000","2022-12-25T10:44:51.881+0000",0,571812920,true,14.046,166,131,10361.94258146866,,,,257.5463,-0.745552,0,"[46181,734439,455657,835373,1706320,1923]",,,,2638.103271484375,6696318,"['2022-12-25T08:33:50.112Z','2022-12-25T09:36:50.293Z')","+0100",104691364,1,false,"complete",true,,"user"
"Commuting","2022-12-24T13:22:07.597+0000","2022-12-24T13:35:07.067+0000",89,571415328,false,6.1399,147,96,,,,,,,0,"[690215,1342985,559478,107667,0,0]",,,,782.6800537109375,6696318,"['2022-12-24T12:33:00.000Z','2022-12-24T13:18:00.000Z')","+0100",104664202,1,false,"complete",true,,"user"
"Functional Fitness","2022-12-24T09:14:57.587+0000","2022-12-24T09:27:26.710+0000",48,571276748,false,7.0038,161,102,,,,,,,0,"[485498,1165103,914200,207643,31723,0]",,,,958.7272338867188,6696318,"['2022-12-24T08:28:12.163Z','2022-12-24T09:14:56.394Z')","+0100",104660302,1,false,"complete",true,,"user"
"Rowing","2022-12-22T12:34:07.305+0000","2022-12-22T12:39:37.349+0000",18,570268482,false,11.2177,170,136,,,,,,,0,"[95210,208602,27878,317233,950728,32685]",,,,1267.1617431640625,6696318,"['2022-12-22T12:06:53.463Z','2022-12-22T12:34:05.645Z')","+0100",104595882,1,false,"complete",true,,"user"
"Commuting","2022-12-21T11:06:45.943+0000","2022-12-21T11:06:53.312+0000",89,569613007,false,4.9741,130,88,,,,,,,0,"[722939,955540,121124,961,0,0]",,,,376.0074157714844,6696318,"['2022-12-21T08:30:00.000Z','2022-12-21T09:00:00.000Z')","+0100",104555748,1,false,"complete",true,,"user"
"Functional Fitness","2022-12-20T12:35:01.542+0000","2022-12-20T12:43:36.347+0000",48,569088621,false,7.5598,167,114,,,,,,,0,"[148080,499877,607531,407593,124971,5767]",,,,878.9727783203125,6696318,"['2022-12-20T12:05:06.418Z','2022-12-20T12:35:00.069Z')","+0100",,1,false,"complete",false,,"user"
"Commuting","2022-12-20T09:19:34.598+0000","2022-12-20T11:16:35.565+0000",89,568959152,false,4.9079,131,86,,,,,,,0,"[656589,897869,240320,4807,0,0]",,,,378.1996154785156,6696318,"['2022-12-20T08:31:34.305Z','2022-12-20T09:01:33.000Z')","+0100",104515580,1,true,"complete",true,,"user"
"Commuting","2022-12-19T17:35:21.405+0000","2022-12-19T17:44:48.496+0000",89,568671083,true,5.07,148,110,1949.9386006616944,,,,15.690366,-1.294532,0,"[37491,163422,524911,33647,961,0]",,,,333.52508544921875,6696318,"['2022-12-19T17:22:38.266Z','2022-12-19T17:35:18.831Z')","+0100",,1,false,"complete",false,,"user"
"Functional Fitness","2022-12-19T17:21:15.033+0000","2022-12-19T17:35:12.242+0000",48,568666029,false,7.8919,157,116,,,,,,,0,"[149041,315307,648879,831533,47103,0]",,,,1038.7862548828125,6696318,"['2022-12-19T16:48:01.423Z','2022-12-19T17:21:13.562Z')","+0100",104486950,1,false,"complete",true,,"user"
"Running","2022-12-18T08:58:39.293+0000","2022-12-18T09:22:03.964+0000",0,567803053,true,15.8236,184,151,8611.643306243384,,,,164.13655,-0.829213,0,"[42336,14420,81696,726734,991109,1050704]",,,,2766.30078125,6696318,"['2022-12-18T08:10:10.472Z','2022-12-18T08:58:37.046Z')","+0100",104445100,1,false,"complete",true,,"user"
"Functional Fitness","2022-12-16T13:35:24.920+0000","2022-12-16T13:50:07.385+0000",48,566866057,false,6.9422,138,93,,,,,,,0,"[1525635,1926446,828650,110549,0,0]",,,,1079.44091796875,6696318,"['2022-12-16T12:22:11.965Z','2022-12-16T13:35:23.319Z')","+0100",104382518,1,false,"complete",true,,"user"
"Skiing","2022-12-15T12:32:22.686+0000","2022-12-15T12:38:23.822+0000",29,566238250,false,11.5575,161,134,,,,,,,0,"[48104,149962,160539,1165087,630617,0]",,,,1609.419677734375,6696318,"['2022-12-15T11:56:26.644Z','2022-12-15T12:32:21.370Z')","+0100",104346360,1,false,"complete",true,,"user"
"Commuting","2022-12-15T11:41:51.324+0000","2022-12-15T11:56:48.784+0000",89,566189645,false,4.5079,123,97,,,,,,,0,"[87518,529681,84593,0,0,0]",,,,203.71754455566406,6696318,"['2022-12-15T11:30:00.000Z','2022-12-15T11:41:41.408Z')","+0100",104345028,1,false,"complete",true,,"user"
"Commuting","2022-12-15T08:58:37.534+0000","2022-12-15T09:03:32.445+0000",89,566102608,false,4.6357,144,82,,,,,,,0,"[927701,719055,154770,24994,0,0]",,,,309.693603515625,6696318,"['2022-12-15T08:28:00.000Z','2022-12-15T08:58:26.151Z')","+0100",104343229,1,false,"complete",true,,"user"
"Cycling","2022-12-14T10:51:29.180+0000","2022-12-14T11:04:00.437+0000",1,565557115,false,5.1756,152,97,,,,,,,0,"[284584,747896,307619,99014,8652,0]",,,,420.3763427734375,6696318,"['2022-12-14T10:27:00.000Z','2022-12-14T10:51:07.625Z')","+0100",104306890,1,false,"complete",true,,"user"
"Commuting","2022-12-14T09:11:10.681+0000","2022-12-14T09:15:30.233+0000",89,565511933,false,6.3914,155,110,,,,,,,0,"[219215,316272,544097,335481,84595,0]",,,,657.9952392578125,6696318,"['2022-12-14T08:45:00.000Z','2022-12-14T09:10:00.000Z')","+0100",104305895,1,false,"complete",true,,"user"
"Functional Fitness","2022-12-13T12:29:35.791+0000","2022-12-13T12:36:01.554+0000",48,565039176,false,4.565,136,106,,,,,,,0,"[9613,240369,246090,32685,0,0]",,,,198.379150390625,6696318,"['2022-12-13T12:11:45.672Z','2022-12-13T12:20:34.000Z')","+0100",104268904,1,false,"complete",true,,"user"
"Cycling","2022-12-13T12:11:21.715+0000","2022-12-13T12:29:16.698+0000",1,565020388,false,7.9801,165,123,,,,,,,0,"[89440,234559,261475,502761,338365,0]",,,,845.9335327148438,6696318,"['2022-12-13T11:47:32.798Z','2022-12-13T12:11:19.922Z')","+0100",104268693,1,false,"complete",true,,"user"
"Cycling","2022-12-13T11:46:17.612+0000","2022-12-13T11:49:08.217+0000",1,564994333,false,4.0547,136,99,,,,,,,0,"[29839,15382,58639,16342,0,0]",,,,40.633750915527344,6696318,"['2022-12-13T11:43:10.015Z','2022-12-13T11:45:10.015Z')","+0100",,1,false,"complete",false,,"external"
"Functional Fitness","2022-12-12T18:21:26.819+0000","2022-12-12T18:38:15.729+0000",48,564632960,true,6.6122,147,93,129.87644837393913,,,,7.758311,1.36096,0,"[1647717,1456375,894974,172074,0,0]",,,,966.9038696289062,6696318,"['2022-12-12T17:11:53.423Z','2022-12-12T18:21:24.704Z')","+0100",104239840,1,false,"complete",true,,"user"
"Running","2022-12-11T08:44:46.890+0000","2022-12-11T08:52:50.434+0000",0,563730713,true,13.3741,174,142,6877.260997288254,,,,106.420845,0.795309,0,"[106703,134584,201913,267241,1444847,80748]",,,,1862.536376953125,6696318,"['2022-12-11T08:07:28.087Z','2022-12-11T08:44:44.674Z')","+0100",104193448,1,false,"complete",true,,"user"
"Commuting","2022-12-10T17:51:28.029+0000","2022-12-10T17:51:50.234+0000",89,563505710,false,1.2584,117,74,,,,,,,0,"[1490061,302812,7691,0,0,0]",,,,149.12843322753906,6696318,"['2022-12-10T17:06:00.000Z','2022-12-10T17:36:00.000Z')","+0100",104172782,1,false,"complete",true,,"user"
"Commuting","2022-12-10T14:03:12.083+0000","2022-12-10T14:28:03.783+0000",89,563354374,true,4.7064,126,86,6892.984898110704,,,,65.83013,2.115168,0,"[1615991,1843779,240331,0,0,0]",,,,428.2867736816406,6696318,"['2022-12-10T13:01:28.753Z','2022-12-10T14:03:09.429Z')","+0100",104163729,1,false,"complete",true,,"user"
"Commuting","2022-12-09T17:48:01.449+0000","2022-12-09T17:52:25.155+0000",89,562932220,false,4.6895,142,106,,,,,,,0,"[79788,351838,421034,107707,0,0]",,,,256.936767578125,6696318,"['2022-12-09T17:29:00.000Z','2022-12-09T17:45:00.000Z')","+0100",104135735,1,false,"complete",true,,"user"
"Commuting","2022-12-09T18:14:55.969+0000","2022-12-09T18:15:07.109+0000",89,562941023,false,4.6024,138,110,,,,,,,0,"[27877,161539,445082,85558,0,0]",,,,226.1238250732422,6696318,"['2022-12-09T15:28:00.000Z','2022-12-09T15:40:00.000Z')","+0100",104136618,1,false,"complete",true,,"user"
"Functional Fitness","2022-12-09T13:34:43.031+0000","2022-12-09T13:44:52.606+0000",48,562796842,false,5.2732,137,102,,,,,,,0,"[323960,945965,795925,64410,0,0]",,,,477.2200012207031,6696318,"['2022-12-09T12:59:11.809Z','2022-12-09T13:34:41.754Z')","+0100",104128126,1,false,"complete",true,,"user"
"Cross Country Skiing","2022-12-09T12:47:23.582+0000","2022-12-09T12:48:37.957+0000",47,562752117,false,0.0005,98,75,,,,,,,0,"[51949,10574,0,0,0,0]",,,,5.160149574279785,6696318,"['2022-12-09T12:46:16.290Z','2022-12-09T12:47:19.290Z')","+0100",,1,false,"complete",false,,"external"
"Cross Country Skiing","2022-12-09T12:47:20.700+0000","2022-12-09T13:35:07.896+0000",47,562752061,false,4.1312,142,119,,,,,,,0,"[4846,23056,48066,56716,0,0]",,,,57.25929260253906,6696318,"['2022-12-09T12:42:13.212Z','2022-12-09T12:44:25.812Z')","+0100",104127848,1,false,"complete",true,,"external"
"Commuting","2022-12-09T12:10:14.133+0000","2022-12-09T12:14:23.748+0000",89,562714664,false,4.6773,136,92,,,,,,,0,"[646959,325919,376815,99015,0,0]",,,,295.99468994140625,6696318,"['2022-12-09T11:46:03.912Z','2022-12-09T12:10:12.131Z')","+0100",,1,false,"complete",false,,"user"
